Identificador ̼nico de la manzana,Uso
001405061,RESIDENCIAL
004558027,RESIDENCIAL
004564008,RESIDENCIAL
002576073,RESIDENCIAL
004509068,RESIDENCIAL
005308019,OTROS
002442089,OTROS
002442001,OTROS
001423090,RESIDENCIAL
003204008,RESIDENCIAL
003204012,RESIDENCIAL
003204013,RESIDENCIAL
005603020,RESIDENCIAL
009240075,RESIDENCIAL
004544067,RESIDENCIAL
004518071,RESIDENCIAL
004511071,RESIDENCIAL
004633043,RESIDENCIAL
002409035,RESIDENCIAL
002411081,RESIDENCIAL
008540037,RESIDENCIAL
002104004,RESIDENCIAL
002104007,UNIVERSIDADES Y COLEGIOS
002611043,OTROS
002414099,RESIDENCIAL
002612078,OTROS
002612054,RESIDENCIAL
002612081,RESIDENCIAL
002554028,RESIDENCIAL
002621020,RESIDENCIAL
002554033,OFICINAS
005670035,RESIDENCIAL
002565012,OTROS
002568052,RESIDENCIAL
002538053,RESIDENCIAL
002538058,RESIDENCIAL
001418003,RESIDENCIAL
001418004,RESIDENCIAL
004517043,RESIDENCIAL
002579029,OTROS
004637038,RESIDENCIAL
004515054,RESIDENCIAL
001355028,RESIDENCIAL
001355029,RESIDENCIAL
002455058,RESIDENCIAL
002455064,RESIDENCIAL
002455066,RESIDENCIAL
002455068,RESIDENCIAL
002523059,RESIDENCIAL
005652014,RESIDENCIAL
002540073,RESIDENCIAL
002520001,OTROS
002525043,RESIDENCIAL
002525040,RESIDENCIAL
009117045,RESIDENCIAL
009121008,RESIDENCIAL
002439062,RESIDENCIAL
002448010,RESIDENCIAL
002436090,RESIDENCIAL
002510034,RESIDENCIAL
005601038,RESIDENCIAL
002434044,RESIDENCIAL
002420022,RESIDENCIAL
002202046,OFICINAS
002209010,RESIDENCIAL
004545055,RESIDENCIAL
002594089,RESIDENCIAL
002613036,RESIDENCIAL
004520088,RESIDENCIAL
008212022,OFICINAS
001417015,RESIDENCIAL
002556034,RESIDENCIAL
004545084,RESIDENCIAL
002613094,RESIDENCIAL
002508031,RESIDENCIAL
004614001,RESIDENCIAL
004614014,RESIDENCIAL
002418020,RESIDENCIAL
005205004,RESIDENCIAL
001426001,OFICINAS
001426016,RESIDENCIAL
001426017,RESIDENCIAL
002461080,RESIDENCIAL
002461082,RESIDENCIAL
001430080,OTROS
001432001,OTROS
002203040,RESIDENCIAL
002426032,RESIDENCIAL
002426039,OTROS
001412059,RESIDENCIAL
001356094,OFICINAS
002531046,RESIDENCIAL
001323050,RESIDENCIAL
001415005,RESIDENCIAL
001415003,RESIDENCIAL
001415010,RESIDENCIAL
009218026,RESIDENCIAL
002408063,RESIDENCIAL
002408069,OTROS
005605015,RESIDENCIAL
005605017,RESIDENCIAL
001422068,RESIDENCIAL
002510019,RESIDENCIAL
002506057,RESIDENCIAL
005675041,RESIDENCIAL
005675084,RESIDENCIAL
004550074,RESIDENCIAL
008524017,OTROS
008402005,RESIDENCIAL
002516050,OTROS
004534091,COMERCIO
002543022,RESIDENCIAL
004589072,RESIDENCIAL
001107026,RESIDENCIAL
001108022,RESIDENCIAL
001317016,RESIDENCIAL
001428060,OTROS
004568022,RESIDENCIAL
002627055,RESIDENCIAL
004641075,RESIDENCIAL
001307013,RESIDENCIAL
002576065,RESIDENCIAL
009130028,RESIDENCIAL
008521021,OTROS
002636016,RESIDENCIAL
004518089,RESIDENCIAL
004518091,RESIDENCIAL
004518020,RESIDENCIAL
004518032,RESIDENCIAL
004579035,RESIDENCIAL
005625034,RESIDENCIAL
005625035,RESIDENCIAL
002519010,RESIDENCIAL
001414038,RESIDENCIAL
001414040,RESIDENCIAL
001414048,RESIDENCIAL
001412020,RESIDENCIAL
004534034,RESIDENCIAL
004599019,RESIDENCIAL
002541019,RESIDENCIAL
005635032,RESIDENCIAL
009203013,RESIDENCIAL
002594020,RESIDENCIAL
002573006,OTROS
004596051,RESIDENCIAL
002448024,OTROS
001342067,OTROS
002526036,RESIDENCIAL
001328014,RESIDENCIAL
001328015,RESIDENCIAL
001303012,RESIDENCIAL
001303014,RESIDENCIAL
004534086,RESIDENCIAL
002542027,OTROS
002439064,RESIDENCIAL
002439068,RESIDENCIAL
006420076,RESIDENCIAL
002440032,OTROS
004558021,RESIDENCIAL
002409019,RESIDENCIAL
008510001,RESIDENCIAL
008511014,OTROS
002403018,RESIDENCIAL
002403028,RESIDENCIAL
002204003,RESIDENCIAL
008413004,OTROS
002508024,RESIDENCIAL
002445018,RESIDENCIAL
001424020,RESIDENCIAL
002203019,BODEGAS
002408017,RESIDENCIAL
002615064,RESIDENCIAL
002560064,RESIDENCIAL
004509024,RESIDENCIAL
004509076,RESIDENCIAL
008213037,RESIDENCIAL
002449013,OTROS
002506063,RESIDENCIAL
005203009,OTROS
009105010,RESIDENCIAL
004511056,RESIDENCIAL
005611032,RESIDENCIAL
005611033,RESIDENCIAL
002203044,RESIDENCIAL
006415010,RESIDENCIAL
002450006,RESIDENCIAL
002456021,RESIDENCIAL
002455062,OFICINAS
002537043,RESIDENCIAL
002537044,RESIDENCIAL
002537047,RESIDENCIAL
004504085,RESIDENCIAL
005203015,RESIDENCIAL
005660071,RESIDENCIAL
001320031,RESIDENCIAL
001403060,OTROS
002506011,RESIDENCIAL
001352055,RESIDENCIAL
001356077,RESIDENCIAL
001409020,OTROS
009232035,OTROS
002201025,OTROS
002209002,RESIDENCIAL
001410047,RESIDENCIAL
001428046,RESIDENCIAL
001428031,RESIDENCIAL
005616093,OTROS
001319025,RESIDENCIAL
009210063,RESIDENCIAL
009126043,RESIDENCIAL
004622065,RESIDENCIAL
002418018,RESIDENCIAL
004554054,RESIDENCIAL
004554055,RESIDENCIAL
001321072,OTROS
004546039,RESIDENCIAL
004516026,RESIDENCIAL
004516022,RESIDENCIAL
004508008,RESIDENCIAL
002617051,RESIDENCIAL
002513061,RESIDENCIAL
001423047,RESIDENCIAL
004515051,RESIDENCIAL
004552022,RESIDENCIAL
004508025,RESIDENCIAL
009129070,RESIDENCIAL
009129071,RESIDENCIAL
009256042,RESIDENCIAL
001319037,RESIDENCIAL
001304020,RESIDENCIAL
003103036,COMERCIO
004603018,RESIDENCIAL
004598038,RESIDENCIAL
004598040,OTROS
004554027,RESIDENCIAL
004530088,OTROS
002555098,RESIDENCIAL
002613040,RESIDENCIAL
002426093,RESIDENCIAL
002613034,RESIDENCIAL
002426028,RESIDENCIAL
004518045,RESIDENCIAL
002301013,RESIDENCIAL
004613008,RESIDENCIAL
002566046,RESIDENCIAL
002549055,OTROS
008507008,RESIDENCIAL
008528055,RESIDENCIAL
002570071,RESIDENCIAL
009240080,RESIDENCIAL
002449075,RESIDENCIAL
008510002,RESIDENCIAL
002205005,RESIDENCIAL
004623025,OTROS
002403009,RESIDENCIAL
002439085,RESIDENCIAL
004545078,RESIDENCIAL
002203041,RESIDENCIAL
009105054,RESIDENCIAL
008518018,RESIDENCIAL
008518019,RESIDENCIAL
002404052,COMERCIO
002412097,RESIDENCIAL
001424001,RESIDENCIAL
005612005,RESIDENCIAL
004641012,RESIDENCIAL
002548066,RESIDENCIAL
002537052,RESIDENCIAL
009256025,RESIDENCIAL
001355011,RESIDENCIAL
009233019,RESIDENCIAL
002440084,OTROS
002502028,RESIDENCIAL
006510019,RESIDENCIAL
002426071,OTROS
002426073,OTROS
006402068,RESIDENCIAL
002426075,OTROS
002426078,OTROS
001414061,COMERCIO
002449020,OTROS
001202022,RESIDENCIAL
001430009,RESIDENCIAL
001426040,RESIDENCIAL
001423027,RESIDENCIAL
001404003,RESIDENCIAL
001404005,RESIDENCIAL
005638036,RESIDENCIAL
009130063,RESIDENCIAL
002531031,RESIDENCIAL
004502016,RESIDENCIAL
009110020,RESIDENCIAL
002574009,RESIDENCIAL
006414048,RESIDENCIAL
009123011,RESIDENCIAL
009123017,RESIDENCIAL
009123024,RESIDENCIAL
002589064,OTROS
002612088,RESIDENCIAL
002601001,OTROS
002604011,RESIDENCIAL
004503087,BODEGAS
001415029,RESIDENCIAL
001412091,RESIDENCIAL
004509037,RESIDENCIAL
004509042,RESIDENCIAL
001315032,OTROS
009130013,RESIDENCIAL
002630009,RESIDENCIAL
002630011,OTROS
001111013,RESIDENCIAL
004594040,RESIDENCIAL
004594041,RESIDENCIAL
004594043,RESIDENCIAL
001204056,RESIDENCIAL
001204044,OTROS
004538013,RESIDENCIAL
002441052,OTROS
004542015,RESIDENCIAL
002441001,RESIDENCIAL
002403017,OTROS
002407042,RESIDENCIAL
005638042,RESIDENCIAL
002411070,BODEGAS
005610036,RESIDENCIAL
002308025,OFICINAS
009135037,RESIDENCIAL
002518041,OTROS
006302001,COMERCIO
004568048,RESIDENCIAL
002523065,RESIDENCIAL
004586018,RESIDENCIAL
004205040,RESIDENCIAL
002570014,RESIDENCIAL
004604091,RESIDENCIAL
002504080,OTROS
002504081,OTROS
002504083,OTROS
002404028,RESIDENCIAL
002404029,COMERCIO
002432037,RESIDENCIAL
008512019,RESIDENCIAL
002204007,RESIDENCIAL
002573067,RESIDENCIAL
002412079,RESIDENCIAL
006301006,RESIDENCIAL
002412080,RESIDENCIAL
002403042,RESIDENCIAL
002413021,RESIDENCIAL
005632022,RESIDENCIAL
002514042,RESIDENCIAL
008520072,RESIDENCIAL
006504058,BODEGAS
004513027,RESIDENCIAL
002412047,RESIDENCIAL
004204033,RESIDENCIAL
004204051,OTROS
005636094,RESIDENCIAL
008512001,RESIDENCIAL
002404005,RESIDENCIAL
002404009,RESIDENCIAL
002408036,RESIDENCIAL
004520047,UNIVERSIDADES Y COLEGIOS
002203047,RESIDENCIAL
005628067,RESIDENCIAL
004501009,RESIDENCIAL
002419005,OTROS
002412043,RESIDENCIAL
005649045,OTROS
005612014,RESIDENCIAL
002543008,RESIDENCIAL
002553084,RESIDENCIAL
004565003,RESIDENCIAL
002554002,RESIDENCIAL
002554003,RESIDENCIAL
004401032,RESIDENCIAL
004551032,RESIDENCIAL
004551034,RESIDENCIAL
002302032,RESIDENCIAL
009205003,OTROS
008540005,RESIDENCIAL
001353022,RESIDENCIAL
002449045,OTROS
001418016,RESIDENCIAL
001416010,RESIDENCIAL
008417048,RESIDENCIAL
002447011,OTROS
001202004,RESIDENCIAL
002447021,OTROS
002542029,OTROS
004524091,RESIDENCIAL
001323031,RESIDENCIAL
001423054,RESIDENCIAL
002615027,OTROS
002614035,RESIDENCIAL
006217013,OTROS
002614040,OTROS
009104051,RESIDENCIAL
002552032,OTROS
002543070,OTROS
004545072,RESIDENCIAL
001419033,RESIDENCIAL
008404026,RESIDENCIAL
004555037,RESIDENCIAL
009228037,RESIDENCIAL
001321048,RESIDENCIAL
001321049,RESIDENCIAL
001321054,RESIDENCIAL
007302001,OFICINAS
002516007,RESIDENCIAL
009254040,RESIDENCIAL
004605014,RESIDENCIAL
004605019,RESIDENCIAL
004567086,RESIDENCIAL
004586032,OTROS
002441073,RESIDENCIAL
009223031,RESIDENCIAL
004518090,RESIDENCIAL
005307013,RESIDENCIAL
005679011,RESIDENCIAL
009129067,RESIDENCIAL
009129011,RESIDENCIAL
002525089,OTROS
002409022,RESIDENCIAL
002404013,RESIDENCIAL
002406017,RESIDENCIAL
002107010,RESIDENCIAL
007306021,BODEGAS
004625007,RESIDENCIAL
005649028,RESIDENCIAL
002209019,OFICINAS
002549034,RESIDENCIAL
002432004,RESIDENCIAL
002432007,RESIDENCIAL
002591007,OTROS
001425094,RESIDENCIAL
002409094,RESIDENCIAL
002409097,RESIDENCIAL
002107023,RESIDENCIAL
004545061,RESIDENCIAL
004545049,RESIDENCIAL
004545073,RESIDENCIAL
002107036,UNIVERSIDADES Y COLEGIOS
002401023,RESIDENCIAL
002432027,RESIDENCIAL
002432030,RESIDENCIAL
001421026,RESIDENCIAL
001421030,RESIDENCIAL
001337024,RESIDENCIAL
001337025,RESIDENCIAL
002449046,OTROS
001354017,RESIDENCIAL
002537073,RESIDENCIAL
002537075,RESIDENCIAL
002556001,RESIDENCIAL
002537066,RESIDENCIAL
009129007,RESIDENCIAL
004596018,RESIDENCIAL
004596037,RESIDENCIAL
006408082,COMERCIO
009130029,RESIDENCIAL
001416016,RESIDENCIAL
002436061,RESIDENCIAL
002204048,OTROS
002204050,OTROS
002408023,RESIDENCIAL
004613046,RESIDENCIAL
002311011,RESIDENCIAL
002311013,RESIDENCIAL
002616047,RESIDENCIAL
002554076,RESIDENCIAL
002554080,RESIDENCIAL
002544040,RESIDENCIAL
002544047,RESIDENCIAL
002535039,OFICINAS
002535040,OTROS
002613055,RESIDENCIAL
008535063,RESIDENCIAL
009254052,OTROS
002580081,OTROS
002580082,OTROS
002618065,RESIDENCIAL
008507042,RESIDENCIAL
002578085,RESIDENCIAL
008507044,RESIDENCIAL
002536007,RESIDENCIAL
002536010,RESIDENCIAL
001355062,RESIDENCIAL
004546073,RESIDENCIAL
002445041,RESIDENCIAL
001103010,RESIDENCIAL
001108044,RESIDENCIAL
001304084,UNIVERSIDADES Y COLEGIOS
001308099,OTROS
001202031,RESIDENCIAL
005603028,RESIDENCIAL
004521037,RESIDENCIAL
002517070,RESIDENCIAL
008528035,RESIDENCIAL
008528037,RESIDENCIAL
002445055,RESIDENCIAL
001348001,OTROS
001420012,RESIDENCIAL
002599064,RESIDENCIAL
005606008,RESIDENCIAL
002581076,RESIDENCIAL
004534067,RESIDENCIAL
004534068,RESIDENCIAL
002409004,RESIDENCIAL
008514021,RESIDENCIAL
002409011,RESIDENCIAL
002409013,RESIDENCIAL
002429006,RESIDENCIAL
002301008,OTROS
002301009,RESIDENCIAL
002305032,RESIDENCIAL
001424011,RESIDENCIAL
001424015,RESIDENCIAL
001311051,RESIDENCIAL
009256017,RESIDENCIAL
009256020,RESIDENCIAL
001422006,RESIDENCIAL
002408043,RESIDENCIAL
002411039,RESIDENCIAL
002408006,RESIDENCIAL
002408016,RESIDENCIAL
002426059,OTROS
002510086,RESIDENCIAL
002445021,RESIDENCIAL
005655026,OTROS
004405090,OTROS
004316009,RESIDENCIAL
002521079,RESIDENCIAL
002521091,RESIDENCIAL
002521094,RESIDENCIAL
002107011,RESIDENCIAL
005623097,RESIDENCIAL
002455048,RESIDENCIAL
001328042,OTROS
004504036,RESIDENCIAL
001404032,RESIDENCIAL
001404038,RESIDENCIAL
001404042,RESIDENCIAL
005635020,RESIDENCIAL
003101014,OTROS
004504010,RESIDENCIAL
002426035,OTROS
002449007,OTROS
004620040,RESIDENCIAL
004612070,RESIDENCIAL
001421036,RESIDENCIAL
001419023,RESIDENCIAL
001419026,RESIDENCIAL
004609049,RESIDENCIAL
004556057,RESIDENCIAL
002504056,RESIDENCIAL
002537024,RESIDENCIAL
004544040,RESIDENCIAL
005606015,RESIDENCIAL
005606018,RESIDENCIAL
005307025,RESIDENCIAL
005607088,RESIDENCIAL
002519029,RESIDENCIAL
001419027,OTROS
002519055,RESIDENCIAL
004403050,RESIDENCIAL
004403054,RESIDENCIAL
004403065,RESIDENCIAL
002202077,RESIDENCIAL
002209042,OTROS
003212004,RESIDENCIAL
005606032,RESIDENCIAL
006501011,OTROS
001204077,RESIDENCIAL
005639070,RESIDENCIAL
009217031,RESIDENCIAL
004509031,RESIDENCIAL
002509060,RESIDENCIAL
004524092,RESIDENCIAL
002563001,OTROS
001434037,RESIDENCIAL
004621046,RESIDENCIAL
002560019,RESIDENCIAL
001347020,OTROS
002549072,OTROS
002538054,RESIDENCIAL
002570070,RESIDENCIAL
004607065,RESIDENCIAL
004612065,RESIDENCIAL
002517098,OFICINAS
009232087,RESIDENCIAL
001321052,RESIDENCIAL
001355024,RESIDENCIAL
004521038,RESIDENCIAL
003103033,OTROS
003101016,OTROS
002625039,RESIDENCIAL
005675065,OTROS
005669063,RESIDENCIAL
004530021,RESIDENCIAL
001106007,RESIDENCIAL
004594080,OFICINAS
004518042,RESIDENCIAL
001109016,RESIDENCIAL
002203058,RESIDENCIAL
002418023,RESIDENCIAL
002442065,OTROS
002461043,OTROS
008513025,RESIDENCIAL
008513038,OTROS
003208009,RESIDENCIAL
002445003,RESIDENCIAL
006413055,RESIDENCIAL
005611007,RESIDENCIAL
002412046,RESIDENCIAL
002413024,OTROS
002439034,RESIDENCIAL
008513004,RESIDENCIAL
001323057,RESIDENCIAL
001323058,RESIDENCIAL
002449008,OTROS
002426084,OTROS
002504035,RESIDENCIAL
009129068,RESIDENCIAL
009129069,RESIDENCIAL
002451040,OTROS
002451041,OTROS
002427053,OTROS
001324050,RESIDENCIAL
001354075,OTROS
004401003,RESIDENCIAL
002560015,RESIDENCIAL
001320008,RESIDENCIAL
001320005,UNIVERSIDADES Y COLEGIOS
002544055,RESIDENCIAL
005606055,RESIDENCIAL
001354036,RESIDENCIAL
001319036,RESIDENCIAL
001319040,RESIDENCIAL
005203003,OTROS
002531067,RESIDENCIAL
008518014,RESIDENCIAL
002506081,RESIDENCIAL
001417079,RESIDENCIAL
008528044,RESIDENCIAL
002509053,OTROS
002403040,RESIDENCIAL
002440079,RESIDENCIAL
002418066,RESIDENCIAL
008208009,RESIDENCIAL
009131013,COMERCIO
004518044,RESIDENCIAL
004401026,RESIDENCIAL
005683054,RESIDENCIAL
002570018,RESIDENCIAL
002570036,RESIDENCIAL
009112018,RESIDENCIAL
002616073,OTROS
002616075,OTROS
002618014,OTROS
002618016,RESIDENCIAL
002202065,RESIDENCIAL
002543045,RESIDENCIAL
009129055,RESIDENCIAL
004607020,RESIDENCIAL
002565084,OTROS
004412018,RESIDENCIAL
001303032,RESIDENCIAL
001331066,OTROS
003102038,OTROS
003207043,RESIDENCIAL
003207045,OTROS
001422069,RESIDENCIAL
004609022,RESIDENCIAL
001312035,RESIDENCIAL
004625036,RESIDENCIAL
004607094,RESIDENCIAL
004609017,RESIDENCIAL
004605001,RESIDENCIAL
004525088,RESIDENCIAL
004525099,RESIDENCIAL
004596002,RESIDENCIAL
004574009,OTROS
004533015,RESIDENCIAL
004508045,RESIDENCIAL
001106034,RESIDENCIAL
002504010,RESIDENCIAL
002501021,RESIDENCIAL
002504060,UNIVERSIDADES Y COLEGIOS
002504073,OTROS
004633031,RESIDENCIAL
002434052,RESIDENCIAL
002412022,OTROS
002412024,OTROS
002412037,RESIDENCIAL
006502046,RESIDENCIAL
002406022,OFICINAS
002573070,RESIDENCIAL
002428017,RESIDENCIAL
,
,
,
,
,
,
,
,
,
,
,
002409015,RESIDENCIAL
002439060,RESIDENCIAL
002533041,RESIDENCIAL
001414074,RESIDENCIAL
004401049,RESIDENCIAL
004105040,RESIDENCIAL
004105042,RESIDENCIAL
006419032,RESIDENCIAL
002618066,RESIDENCIAL
001428008,RESIDENCIAL
001426018,RESIDENCIAL
004545002,RESIDENCIAL
002444049,RESIDENCIAL
001426020,RESIDENCIAL
002205051,RESIDENCIAL
001422095,OTROS
001337027,RESIDENCIAL
009129047,RESIDENCIAL
002540043,OTROS
007104027,RESIDENCIAL
002573005,OTROS
002542001,RESIDENCIAL
001303030,RESIDENCIAL
004509011,RESIDENCIAL
001201010,RESIDENCIAL
002544046,RESIDENCIAL
002526020,RESIDENCIAL
002526022,BODEGAS
001416017,RESIDENCIAL
002531061,RESIDENCIAL
002519017,RESIDENCIAL
001419079,OTROS
004622070,RESIDENCIAL
002547008,RESIDENCIAL
002560053,RESIDENCIAL
004632043,RESIDENCIAL
009217043,OTROS
002431048,RESIDENCIAL
002634017,RESIDENCIAL
002615076,RESIDENCIAL
004551030,RESIDENCIAL
008403001,RESIDENCIAL
009118025,RESIDENCIAL
008418047,RESIDENCIAL
002541020,RESIDENCIAL
005654012,RESIDENCIAL
008313006,OFICINAS
002412088,RESIDENCIAL
002570073,RESIDENCIAL
002576086,RESIDENCIAL
009202008,RESIDENCIAL
002594080,OTROS
002509039,OTROS
004508051,RESIDENCIAL
001312059,RESIDENCIAL
001312061,RESIDENCIAL
004599018,RESIDENCIAL
004599020,RESIDENCIAL
004592022,RESIDENCIAL
009117046,RESIDENCIAL
006517041,OFICINAS
004511060,RESIDENCIAL
002409008,RESIDENCIAL
004570018,RESIDENCIAL
004402038,RESIDENCIAL
004518063,BODEGAS
002429081,RESIDENCIAL
004508040,RESIDENCIAL
004584040,RESIDENCIAL
004583003,RESIDENCIAL
004583009,RESIDENCIAL
002431021,RESIDENCIAL
002430033,BODEGAS
002430034,RESIDENCIAL
001354045,RESIDENCIAL
002412026,OTROS
002412027,OTROS
004542010,RESIDENCIAL
002461066,RESIDENCIAL
004596053,RESIDENCIAL
002303038,RESIDENCIAL
002409092,OTROS
002204017,OTROS
002204023,RESIDENCIAL
,
,
,
,
,
,
004545028,RESIDENCIAL
005632035,OTROS
002426006,OTROS
002440008,OTROS
002440009,OTROS
002447022,OTROS
005615027,RESIDENCIAL
004604098,RESIDENCIAL
001410030,OFICINAS
005611008,RESIDENCIAL
001414011,RESIDENCIAL
004404015,RESIDENCIAL
002442008,OTROS
004631075,RESIDENCIAL
004550072,RESIDENCIAL
002543011,RESIDENCIAL
002543014,RESIDENCIAL
002508051,RESIDENCIAL
002539037,OTROS
002539044,RESIDENCIAL
002450020,RESIDENCIAL
002578023,RESIDENCIAL
006306006,RESIDENCIAL
002516032,RESIDENCIAL
002301030,RESIDENCIAL
004586059,OTROS
002403006,RESIDENCIAL
004584071,OTROS
002593001,OTROS
002204015,RESIDENCIAL
002573073,RESIDENCIAL
002412063,RESIDENCIAL
001435095,RESIDENCIAL
004613048,RESIDENCIAL
002541015,RESIDENCIAL
001202018,RESIDENCIAL
004562003,RESIDENCIAL
002565039,RESIDENCIAL
002566010,RESIDENCIAL
001333018,RESIDENCIAL
001333019,RESIDENCIAL
002563081,OTROS
002613063,RESIDENCIAL
002585012,OTROS
002586001,RESIDENCIAL
002587001,RESIDENCIAL
002587002,RESIDENCIAL
002565016,RESIDENCIAL
002618007,RESIDENCIAL
001418002,RESIDENCIAL
004520027,RESIDENCIAL
002307016,RESIDENCIAL
004534080,RESIDENCIAL
004587010,OTROS
002631022,RESIDENCIAL
002445017,RESIDENCIAL
004511073,RESIDENCIAL
005601058,RESIDENCIAL
001429001,RESIDENCIAL
004568017,RESIDENCIAL
004565042,RESIDENCIAL
004565043,RESIDENCIAL
001336025,OFICINAS
009206035,RESIDENCIAL
009206038,RESIDENCIAL
005110036,RESIDENCIAL
004533008,RESIDENCIAL
004609058,RESIDENCIAL
008532002,RESIDENCIAL
004583010,RESIDENCIAL
004530022,RESIDENCIAL
003106014,OTROS
003106016,OFICINAS
002408038,RESIDENCIAL
003108002,RESIDENCIAL
003104018,COMERCIO
002637004,OTROS
002637006,OTROS
002519088,RESIDENCIAL
009210058,RESIDENCIAL
002304014,RESIDENCIAL
001337040,OTROS
004583049,RESIDENCIAL
004517012,RESIDENCIAL
008307005,RESIDENCIAL
002426051,OTROS
002519079,RESIDENCIAL
001426060,RESIDENCIAL
001426061,RESIDENCIAL
002445051,RESIDENCIAL
009212062,RESIDENCIAL
,
,
,
,
,
,
001424031,RESIDENCIAL
002511031,RESIDENCIAL
002209004,RESIDENCIAL
002209005,RESIDENCIAL
001424004,RESIDENCIAL
001424003,RESIDENCIAL
001424005,RESIDENCIAL
001424007,RESIDENCIAL
001417080,RESIDENCIAL
001417084,RESIDENCIAL
002531004,OTROS
005638029,RESIDENCIAL
001405055,RESIDENCIAL
004541057,OTROS
004506084,RESIDENCIAL
004598037,RESIDENCIAL
002440086,OTROS
002442006,OTROS
001353011,RESIDENCIAL
004504042,RESIDENCIAL
009256091,RESIDENCIAL
004559025,RESIDENCIAL
007105008,RESIDENCIAL
002404064,OTROS
002404070,OFICINAS
004576034,RESIDENCIAL
002102024,BODEGAS
002101004,RESIDENCIAL
002101008,RESIDENCIAL
001415075,RESIDENCIAL
001417040,RESIDENCIAL
001409087,RESIDENCIAL
005203008,RESIDENCIAL
001302014,RESIDENCIAL
004509048,RESIDENCIAL
006103044,RESIDENCIAL
002587079,OTROS
002442023,OTROS
009253035,RESIDENCIAL
002634026,RESIDENCIAL
008524004,RESIDENCIAL
004520072,RESIDENCIAL
002566093,OTROS
004524078,RESIDENCIAL
002427044,RESIDENCIAL
002579019,OTROS
002581069,RESIDENCIAL
006301043,RESIDENCIAL
004103015,OFICINAS
006401037,RESIDENCIAL
001311026,RESIDENCIAL
001115014,RESIDENCIAL
004511077,RESIDENCIAL
004511079,RESIDENCIAL
009256053,RESIDENCIAL
004620078,RESIDENCIAL
003101017,RESIDENCIAL
003101019,RESIDENCIAL
001409002,RESIDENCIAL
009213041,OTROS
004605043,OTROS
001106008,RESIDENCIAL
001106010,RESIDENCIAL
002566023,RESIDENCIAL
004618035,RESIDENCIAL
001211017,RESIDENCIAL
002424047,RESIDENCIAL
009254089,OTROS
002203050,RESIDENCIAL
008516029,RESIDENCIAL
005649030,RESIDENCIAL
002301015,RESIDENCIAL
005612056,RESIDENCIAL
005612070,RESIDENCIAL
002423051,OTROS
002412006,RESIDENCIAL
002418089,RESIDENCIAL
002418090,RESIDENCIAL
002419003,RESIDENCIAL
002426047,OTROS
002541032,RESIDENCIAL
002541034,RESIDENCIAL
004412024,RESIDENCIAL
002558013,RESIDENCIAL
002561033,OTROS
002561034,OTROS
002561038,OTROS
,
,
,
,
,
,
,
009129005,RESIDENCIAL
002203010,RESIDENCIAL
002426086,OTROS
004513022,RESIDENCIAL
008315025,OTROS
001354066,RESIDENCIAL
001354005,RESIDENCIAL
001347040,RESIDENCIAL
001347042,RESIDENCIAL
001411040,RESIDENCIAL
001411043,RESIDENCIAL
001411046,RESIDENCIAL
001356038,RESIDENCIAL
004105043,RESIDENCIAL
001404017,RESIDENCIAL
004632006,RESIDENCIAL
001409006,RESIDENCIAL
001409011,RESIDENCIAL
005110001,OTROS
009120039,RESIDENCIAL
002525027,RESIDENCIAL
002510012,RESIDENCIAL
006411007,RESIDENCIAL
002510013,RESIDENCIAL
001304089,RESIDENCIAL
001304091,RESIDENCIAL
001426057,RESIDENCIAL
002310006,RESIDENCIAL
001417048,RESIDENCIAL
004604006,RESIDENCIAL
002552060,RESIDENCIAL
001421065,RESIDENCIAL
002506024,RESIDENCIAL
001420047,OTROS
004401031,RESIDENCIAL
009130062,RESIDENCIAL
008526054,RESIDENCIAL
009256085,RESIDENCIAL
009256088,RESIDENCIAL
006320045,OTROS
001434029,RESIDENCIAL
001434048,RESIDENCIAL
001353052,RESIDENCIAL
001414030,UNIVERSIDADES Y COLEGIOS
001414031,RESIDENCIAL
001414033,RESIDENCIAL
005607007,RESIDENCIAL
002558050,RESIDENCIAL
002561001,RESIDENCIAL
002594071,RESIDENCIAL
002554089,RESIDENCIAL
002613043,RESIDENCIAL
002613049,RESIDENCIAL
002580017,RESIDENCIAL
002580057,OTROS
002599044,OFICINAS
002545035,OTROS
002521090,OTROS
002558002,OTROS
002561029,OTROS
002560087,RESIDENCIAL
004509051,RESIDENCIAL
004509052,OTROS
001108035,UNIVERSIDADES Y COLEGIOS
006414097,RESIDENCIAL
002535042,OTROS
004621008,RESIDENCIAL
004621009,BODEGAS
005505007,RESIDENCIAL
005505008,RESIDENCIAL
004565017,RESIDENCIAL
004545098,OTROS
004565045,RESIDENCIAL
001107048,RESIDENCIAL
009107012,RESIDENCIAL
004570042,RESIDENCIAL
004570043,OFICINAS
004516024,RESIDENCIAL
004516021,RESIDENCIAL
004538016,RESIDENCIAL
004516030,RESIDENCIAL
004408030,RESIDENCIAL
004580029,RESIDENCIAL
004550081,RESIDENCIAL
005670022,RESIDENCIAL
003109027,OTROS
005623054,RESIDENCIAL
004603011,RESIDENCIAL
004605006,RESIDENCIAL
001109003,RESIDENCIAL
003109024,RESIDENCIAL
004509054,RESIDENCIAL
002517046,RESIDENCIAL
004509096,OTROS
004566015,RESIDENCIAL
004522001,RESIDENCIAL
004551026,RESIDENCIAL
004581007,RESIDENCIAL
004581009,OFICINAS
004533006,RESIDENCIAL
